id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,id_card,client_id_card,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,acct_open_date,year_pin_last_changed,card_on_dark_web,id_user,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,credit_score,num_credit_cards,mcc_description,hour,day_of_week
7476866,2010-01-01 11:11:00,641,5151,100.0,Swipe Transaction,27092,Upper Sandusky,OH,43351.0,4829,5151,641,Mastercard,Debit,5609319010602606,05/2022,608,1,1,10/2009,2009,0,641,62,68,1957,11,Male,878 Forest Street,39.98,-82.98,735,6,Money Transfer,11,4
7476867,2010-01-01 11:11:00,1121,5817,9.74,Swipe Transaction,98374,Charleston,SC,29492.0,5411,5817,1121,Mastercard,Debit,5002267521388916,08/2020,143,1,2,12/2004,2015,0,1121,44,68,1975,6,Female,8476 Lincoln Street,32.78,-79.99,796,5,"Grocery Stores, Supermarkets",11,4
7476868,2010-01-01 11:12:00,1204,210,18.56,Swipe Transaction,35451,Norwell,MA,2061.0,5812,210,1204,Visa,Debit,4780113572248864,10/2022,498,1,1,01/2009,2009,0,1204,42,67,1977,6,Male,583 El Camino Boulevard,42.09,-70.7,743,3,Eating Places and Restaurants,11,4
7476869,2010-01-01 11:12:00,1512,5049,14.6,Swipe Transaction,61195,Indianapolis,IN,46236.0,5541,5049,1512,Mastercard,Debit,5008189212339000,09/2019,644,1,2,10/2006,2013,0,1512,44,65,1975,6,Male,6995 North Drive,39.77,-86.14,778,8,Service Stations,11,4
7476870,2010-01-01 11:12:00,1834,1119,8.73,Swipe Transaction,20561,Lubbock,TX,79413.0,5912,1119,1834,Mastercard,Debit,5772577657126283,06/2023,335,1,2,02/2007,2014,0,1834,32,66,1987,7,Female,767 Park Drive,33.57,-101.87,681,3,Drug Stores and Pharmacies,11,4
7476871,2010-01-01 11:13:00,1201,16,22.09,Swipe Transaction,83271,Chelmsford,MA,1824.0,4214,16,1201,Visa,Debit,4817273521248161,10/2023,706,1,2,01/2000,2006,0,1201,60,66,1959,11,Male,175 Valley Drive,42.36,-71.36,715,4,Motor Freight Carriers and Trucking,11,4
7476872,2010-01-01 11:13:00,1397,2957,14.53,Swipe Transaction,78605,Pryor,OK,74361.0,5814,2957,1397,Mastercard,Debit,5728788703554068,05/2023,492,1,2,05/2008,2010,0,1397,32,72,1987,4,Male,5381 12th Boulevard,36.88,-94.87,710,4,Fast Food Restaurants,11,4
7476873,2010-01-01 11:13:00,1551,2988,22.07,Swipe Transaction,51329,Lincoln,IL,62656.0,5813,2988,1551,Visa,Credit,4719385621754821,09/2022,503,1,1,05/2008,2014,0,1551,47,70,1972,12,Male,148 Hillside Boulevard,40.15,-89.36,687,5,Drinking Places (Alcoholic Beverages),11,4
7476874,2010-01-01 11:14:00,115,4590,17.02,Swipe Transaction,81650,Cambridge,WI,53523.0,5411,4590,115,Visa,Debit (Prepaid),4946298081598663,07/2023,580,1,2,09/2005,2008,0,115,61,69,1958,7,Male,386 11th Lane,40.93,-73.72,748,6,"Grocery Stores, Supermarkets",11,4
7476876,2010-01-01 11:14:00,712,5506,16.53,Swipe Transaction,75781,Chula Vista,CA,91910.0,5411,5506,712,Visa,Debit,4167964897226165,10/2022,954,1,1,11/2007,2008,0,712,74,67,1945,3,Female,54 Lafayette Street,32.63,-117.05,720,5,"Grocery Stores, Supermarkets",11,4
7476878,2010-01-01 11:14:00,1500,5034,130.85,Online Transaction,726,ONLINE,CA,46901.0,4900,5034,1500,Visa,Debit,4388439055637377,02/2018,457,1,2,10/2005,2007,0,1500,53,66,1967,1,Male,270 Plum Street,38.44,-121.3,680,4,"Utilities - Electric, Gas, Water, Sanitary",11,4
7476879,2010-01-01 11:15:00,810,2149,80.0,Swipe Transaction,27092,Louisville,KY,40213.0,4829,2149,810,Mastercard,Debit,5991613423087630,02/2020,498,1,1,03/2007,2010,0,810,77,65,1942,5,Female,239 West Drive,37.68,-85.22,705,6,Money Transfer,11,4
7476881,2010-01-01 11:16:00,13,2941,6.53,Swipe Transaction,92542,Fort Knox,KY,40121.0,5813,2941,13,Visa,Debit,4066959047815431,08/2020,283,1,1,05/2007,2008,0,13,52,61,1967,6,Female,4222 Ocean View Drive,37.89,-85.96,588,4,Drinking Places (Alcoholic Beverages),11,4
7476882,2010-01-01 11:16:00,146,2470,24.22,Swipe Transaction,92309,Batavia,IL,60510.0,5211,2470,146,Visa,Debit,4417507914154983,03/2021,178,1,1,04/2004,2011,0,146,47,67,1972,7,Female,45 Ocean Lane,41.85,-88.3,717,3,Lumber and Building Materials,11,4
7476883,2010-01-01 11:16:00,154,159,102.68,Swipe Transaction,31883,Atlantic City,NJ,8401.0,7995,159,154,Mastercard,Debit,5175111743032898,03/2011,151,1,2,01/2008,2013,0,154,48,61,1971,6,Male,8993 Madison Avenue,34.93,-78.72,666,3,"Betting (including Lottery Tickets, Casinos)",11,4
7476884,2010-01-01 11:16:00,1313,4183,2.39,Swipe Transaction,75936,Tarentum,PA,15084.0,5814,4183,1313,Mastercard,Debit (Prepaid),5983193668955521,05/2021,265,1,2,08/2006,2016,0,1313,35,67,1985,1,Male,9853 Sussex Street,40.61,-79.83,653,2,Fast Food Restaurants,11,4
7476885,2010-01-01 11:16:00,1463,5499,1.19,Swipe Transaction,14528,Kerhonkson,NY,12446.0,5499,5499,1463,Mastercard,Debit,5314535985439666,06/2020,410,1,1,11/2007,2010,0,1463,80,69,1940,1,Female,221 Catherine Boulevard,42.15,-74.53,732,4,Miscellaneous Food Stores,11,4
7476886,2010-01-01 11:16:00,1488,1098,1.77,Swipe Transaction,86438,Eastlake,OH,44095.0,5499,1098,1488,Visa,Debit,4799094840755472,03/2011,152,1,1,02/2006,2010,0,1488,34,66,1985,11,Female,6427 12th Boulevard,41.65,-81.43,695,6,Miscellaneous Food Stores,11,4
7476887,2010-01-01 11:16:00,1500,5180,90.75,Swipe Transaction,21530,Elk Grove,CA,95624.0,7995,5180,1500,Visa,Credit,4969698736410401,03/2024,329,1,2,10/2009,2011,0,1500,53,66,1967,1,Male,270 Plum Street,38.44,-121.3,680,4,"Betting (including Lottery Tickets, Casinos)",11,4
7476888,2010-01-01 11:16:00,1576,2480,7.35,Swipe Transaction,37899,Manorville,NY,11949.0,5813,2480,1576,Mastercard,Debit (Prepaid),5607503519034023,01/2022,70,1,1,04/2005,2011,0,1576,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,712,8,Drinking Places (Alcoholic Beverages),11,4
7476889,2010-01-01 11:16:00,1769,43,74.28,Swipe Transaction,24427,Sewell,NJ,8080.0,4131,43,1769,Visa,Credit,4088292829841504,06/2024,140,1,1,01/2003,2020,0,1769,75,65,1944,7,Male,177 Mill Boulevard,39.69,-74.25,661,5,Bus Lines,11,4
7476891,2010-01-01 11:16:00,1936,5551,25.92,Online Transaction,18563,ONLINE,CA,46901.0,4121,5551,1936,Visa,Credit,4343987004496524,09/2024,81,1,1,11/2008,2008,0,1936,86,68,1933,7,Female,406 El Camino Boulevard,44.4,-73.0,714,5,Taxicabs and Limousines,11,4
7476892,2010-01-01 11:17:00,128,5048,47.03,Swipe Transaction,25201,Houston,TX,77061.0,5310,5048,128,Mastercard,Debit,5389442391430673,02/2022,658,1,2,10/2006,2014,0,128,40,66,1979,4,Female,6914 Wessex Avenue,29.76,-95.38,722,2,Discount Stores,11,4
7476893,2010-01-01 11:17:00,148,2144,18.23,Swipe Transaction,80124,Bristol,NH,3222.0,5812,2144,148,Mastercard,Debit,5286304797515163,12/2019,871,1,1,03/2007,2015,0,148,62,66,1957,8,Male,7378 Park Lane,43.6,-71.74,663,5,Eating Places and Restaurants,11,4
7476894,2010-01-01 11:17:00,285,3442,7.85,Swipe Transaction,75936,Watsonville,CA,95076.0,5814,3442,285,Visa,Debit (Prepaid),4099931530727553,02/2022,393,1,1,06/2009,2009,0,285,62,69,1957,8,Male,702 Elm Drive,36.95,-121.72,731,5,Fast Food Restaurants,11,4
7476896,2010-01-01 11:17:00,667,5063,20.47,Swipe Transaction,35451,Durham,NC,27713.0,5812,5063,667,Visa,Debit,4671059630101376,03/2024,853,1,2,10/2006,2013,0,667,83,63,1936,3,Male,588 Lincoln Street,35.98,-78.91,714,5,Eating Places and Restaurants,11,4
7476897,2010-01-01 11:17:00,872,4132,14.13,Swipe Transaction,78941,Maywood,IL,60153.0,5411,4132,872,Mastercard,Debit,5495672050218584,02/2022,792,1,1,08/2004,2015,0,872,61,66,1959,1,Female,96 Lake Lane,41.88,-87.84,655,4,"Grocery Stores, Supermarkets",11,4
7476898,2010-01-01 11:17:00,1129,5492,23.42,Swipe Transaction,61738,Fresno,CA,93722.0,5094,5492,1129,Mastercard,Debit,5988252449836290,01/2015,438,1,2,11/2007,2010,0,1129,49,65,1970,4,Male,2379 Forest Lane,33.18,-117.29,686,3,Precious Stones and Metals,11,4
7476899,2010-01-01 11:17:00,1435,4294,41.13,Online Transaction,39021,ONLINE,CA,46901.0,4784,4294,1435,Mastercard,Credit,5427161135500744,03/2024,304,1,2,08/2009,2020,0,1435,41,78,1978,10,Female,9872 Lexington Street,34.06,-84.27,703,3,Tolls and Bridge Fees,11,4
7476900,2010-01-01 11:17:00,1759,2893,18.03,Swipe Transaction,73081,Oceanside,CA,92057.0,5300,2893,1759,Visa,Credit,4174613161615032,10/2024,977,1,2,05/2005,2020,0,1759,87,69,1932,11,Female,983 George Boulevard,33.27,-117.28,778,6,Wholesale Clubs,11,4
7476901,2010-01-01 11:18:00,699,3875,13.06,Swipe Transaction,75781,Cedar Rapids,IA,52403.0,5411,3875,699,Visa,Debit,4029109059179282,08/2024,637,1,2,07/2008,2014,0,699,42,68,1978,2,Male,9141 Ocean View Lane,41.48,-91.57,698,3,"Grocery Stores, Supermarkets",11,4
7476902,2010-01-01 11:18:00,1256,236,27.93,Swipe Transaction,95355,Stratford,CT,6614.0,5411,236,1256,Mastercard,Debit (Prepaid),5018794058509930,01/2021,807,1,2,01/2010,2011,0,1256,37,68,1982,9,Male,1723 North Lane,41.2,-73.13,728,4,"Grocery Stores, Supermarkets",11,4
7476903,2010-01-01 11:18:00,1640,4967,40.65,Swipe Transaction,32175,Adrian,MI,49221.0,7538,4967,1640,Mastercard,Debit,5592976284572731,06/2023,696,1,1,10/2002,2010,0,1640,67,71,1952,10,Female,311 Washington Lane,41.89,-84.04,729,3,Automotive Service Shops,11,4
7476905,2010-01-01 11:19:00,227,2512,12.74,Swipe Transaction,25887,Minneapolis,MN,55419.0,5814,2512,227,Visa,Debit,4093850742287208,04/2020,286,1,2,04/2006,2010,0,227,48,66,1971,9,Male,496 Hill Lane,44.96,-93.26,736,4,Fast Food Restaurants,11,4
7476906,2010-01-01 11:19:00,321,5755,4.0,Swipe Transaction,61195,Merrill,WI,54452.0,5541,5755,321,Mastercard,Debit,5142952666869355,01/2024,376,1,2,12/1998,2012,0,321,52,67,1967,5,Male,262 First Lane,45.18,-89.7,698,4,Service Stations,11,4
7476907,2010-01-01 11:19:00,1432,4958,25.41,Online Transaction,39021,ONLINE,CA,46901.0,4784,4958,1432,Visa,Debit,4326650926720477,05/2021,924,1,1,10/2001,2009,0,1432,42,72,1977,8,Male,78 Lexington Street,40.96,-74.61,741,4,Tolls and Bridge Fees,11,4
7476908,2010-01-01 11:19:00,1528,4315,10.29,Swipe Transaction,87625,Minden,LA,71055.0,5812,4315,1528,Visa,Debit,4842554939859572,12/2022,511,0,3,08/2009,2014,0,1528,78,73,1942,1,Female,324 Lafayette Drive,32.61,-93.28,695,6,Eating Places and Restaurants,11,4
7476910,2010-01-01 11:19:00,1769,43,9.1,Swipe Transaction,71667,Manahawkin,NJ,8050.0,7538,43,1769,Visa,Credit,4088292829841504,06/2024,140,1,1,01/2003,2020,0,1769,75,65,1944,7,Male,177 Mill Boulevard,39.69,-74.25,661,5,Automotive Service Shops,11,4
7476911,2010-01-01 11:19:00,1979,2548,10.37,Swipe Transaction,10213,Boca Raton,FL,33486.0,5411,2548,1979,Visa,Debit,4086265157159129,05/2023,965,1,2,04/2007,2009,0,1979,38,68,1982,2,Female,731 Lincoln Boulevard,26.37,-80.1,738,4,"Grocery Stores, Supermarkets",11,4
7476912,2010-01-01 11:20:00,46,3732,18.04,Swipe Transaction,88646,Ozone Park,NY,11417.0,5812,3732,46,Mastercard,Debit (Prepaid),5358119472579247,03/2023,129,1,2,07/2005,2006,0,46,62,66,1957,6,Male,20 Littlewood Boulevard,40.66,-73.84,632,4,Eating Places and Restaurants,11,4
7476913,2010-01-01 11:20:00,924,2210,2.9,Swipe Transaction,80135,Lapel,IN,46051.0,5921,2210,924,Visa,Credit,4463399619811654,09/2017,944,1,2,03/2008,2011,0,924,48,75,1972,1,Female,6126 Ocean View Boulevard,40.06,-85.84,645,1,"Package Stores, Beer, Wine, Liquor",11,4
7476914,2010-01-01 11:20:00,1194,4614,26.27,Swipe Transaction,20561,Chattanooga,TN,37416.0,5912,4614,1194,Visa,Credit,4678372291668326,07/2020,966,1,1,09/2006,2011,0,1194,49,70,1970,3,Male,2248 Third Avenue,35.06,-85.25,782,4,Drug Stores and Pharmacies,11,4
7476916,2010-01-01 11:21:00,386,3673,15.34,Swipe Transaction,5499,Worcester,MA,1602.0,4121,3673,386,Mastercard,Debit,5639527120868397,10/2023,126,1,1,07/2002,2006,0,386,48,64,1971,11,Male,3034 Third Boulevard,42.26,-71.8,655,1,Taxicabs and Limousines,11,4
7476917,2010-01-01 11:21:00,987,5090,9.18,Swipe Transaction,83229,Gaithersburg,MD,20879.0,5411,5090,987,Mastercard,Debit,5232731518306860,09/2021,971,1,1,10/2007,2011,0,987,52,67,1967,10,Male,6785 Essex Lane,39.14,-77.21,683,4,"Grocery Stores, Supermarkets",11,4
7476918,2010-01-01 11:21:00,1515,5557,63.55,Swipe Transaction,31883,Atlantic City,NJ,8401.0,7995,5557,1515,Discover,Credit,6237354607435107,05/2022,959,1,2,11/2009,2011,0,1515,77,67,1942,12,Female,7239 Hill Lane,40.34,-76.42,520,5,"Betting (including Lottery Tickets, Casinos)",11,4
7476919,2010-01-01 11:21:00,1686,2617,16.05,Swipe Transaction,25717,Louisville,CO,80027.0,5812,2617,1686,Visa,Credit,4623874187817166,07/2024,385,1,1,04/2009,2013,0,1686,54,67,1965,3,Female,401 North Avenue,39.99,-105.09,708,3,Eating Places and Restaurants,11,4
7476920,2010-01-01 11:21:00,1776,4938,10.61,Swipe Transaction,79664,Nashport,OH,43830.0,5814,4938,1776,Amex,Credit,357731604070533,05/2020,270,1,1,10/1999,2012,0,1776,47,75,1972,10,Male,130 Lincoln Drive,40.04,-82.12,693,3,Fast Food Restaurants,11,4
7476921,2010-01-01 11:22:00,39,2413,69.14,Swipe Transaction,60569,Plantsville,CT,6479.0,5300,2413,39,Visa,Debit,4660445166648632,12/2012,610,1,1,04/2000,2011,0,39,54,67,1965,5,Female,984 Eighth Avenue,41.29,-72.36,583,2,Wholesale Clubs,11,4
7476922,2010-01-01 11:22:00,213,2136,10.78,Swipe Transaction,98648,Garland,TX,75044.0,5814,2136,213,Amex,Credit,343322895436234,02/2024,863,1,2,03/2007,2010,0,213,37,68,1982,5,Female,345 George Street,32.91,-96.62,629,3,Fast Food Restaurants,11,4
7476923,2010-01-01 11:22:00,291,169,10.23,Swipe Transaction,47090,Dalton,GA,30720.0,5812,169,291,Mastercard,Debit (Prepaid),5900191366508128,08/2018,94,1,2,01/2008,2011,0,291,64,66,1956,1,Female,682 Federal Lane,34.76,-84.97,793,3,Eating Places and Restaurants,11,4
7476924,2010-01-01 11:22:00,646,2093,10.13,Swipe Transaction,61195,Altoona,PA,16601.0,5541,2093,646,Mastercard,Credit,5417194878972795,04/2021,638,1,2,03/2005,2019,0,646,38,65,1981,12,Female,354 Federal Street,41.47,-81.67,786,3,Service Stations,11,4
7476925,2010-01-01 11:22:00,652,2502,1.57,Swipe Transaction,14528,Wethersfield,CT,6109.0,5499,2502,652,Amex,Credit,399097109736535,12/2023,311,1,2,04/2006,2016,0,652,82,66,1937,9,Female,9952 South Lane,41.76,-72.61,784,6,Miscellaneous Food Stores,11,4
7476926,2010-01-01 11:22:00,1147,2042,37.43,Swipe Transaction,75936,Houston,TX,77053.0,5814,2042,1147,Mastercard,Debit,5065968170690023,10/2021,724,0,2,03/2003,2010,0,1147,80,69,1939,3,Male,614 Spruce Avenue,40.6,-74.76,704,2,Fast Food Restaurants,11,4
7476927,2010-01-01 11:22:00,1247,2065,68.73,Swipe Transaction,82981,Bakersfield,CA,93308.0,5912,2065,1247,Mastercard,Debit,5287003468674175,10/2022,799,0,2,03/2004,2018,0,1247,69,71,1950,9,Female,6466 Ninth Drive,35.54,-118.91,700,5,Drug Stores and Pharmacies,11,4
7476928,2010-01-01 11:22:00,1443,4730,13.64,Swipe Transaction,59288,Waianae,HI,96792.0,5912,4730,1443,Mastercard,Debit,5449645261322618,03/2022,354,1,2,09/2009,2011,0,1443,47,69,1972,7,Male,318 Ninth Lane,21.44,-158.18,732,3,Drug Stores and Pharmacies,11,4
7476930,2010-01-01 11:23:00,1123,3010,3.48,Swipe Transaction,75936,Laurinburg,NC,28352.0,5814,3010,1123,Mastercard,Debit (Prepaid),5789926821361976,04/2021,833,1,2,05/2009,2010,0,1123,44,66,1975,7,Male,6882 Forest Drive,34.8,-79.54,710,3,Fast Food Restaurants,11,4
7476931,2010-01-01 11:23:00,1699,2204,11.73,Swipe Transaction,57758,San Jose,CA,95134.0,4121,2204,1699,Visa,Debit,4695324850759951,08/2022,519,1,1,03/2008,2008,0,1699,67,65,1953,1,Female,9205 Summit Street,37.42,-121.94,737,7,Taxicabs and Limousines,11,4
7476932,2010-01-01 11:23:00,1903,2973,125.09,Swipe Transaction,46259,Seattle,WA,98117.0,7538,2973,1903,Mastercard,Credit,5961602906943584,05/2021,233,1,2,05/2008,2008,0,1903,50,68,1969,9,Female,9794 Essex Lane,47.68,-122.38,709,3,Automotive Service Shops,11,4
7476933,2010-01-01 11:24:00,467,4278,8.12,Swipe Transaction,58989,Chattanooga,TN,37415.0,5411,4278,467,Visa,Credit,4112282514083000,07/2021,619,1,2,08/2008,2010,0,467,38,65,1981,9,Male,969 Lexington Lane,35.06,-85.25,705,3,"Grocery Stores, Supermarkets",11,4
7476934,2010-01-01 11:25:00,98,4143,2.07,Swipe Transaction,75781,Seymour,IL,61875.0,5411,4143,98,Visa,Credit,4502471811797983,04/2020,477,1,1,08/2004,2006,0,98,80,67,1939,4,Female,7872 Oak Drive,40.14,-87.61,590,2,"Grocery Stores, Supermarkets",11,4
7476935,2010-01-01 11:25:00,1069,5167,62.58,Swipe Transaction,60569,Salisbury,NC,28146.0,5300,5167,1069,Visa,Debit,4439832703761219,08/2020,424,1,2,10/2009,2015,0,1069,54,69,1965,9,Male,3683 Fifth Street,35.3,-81.03,615,2,Wholesale Clubs,11,4
7476936,2010-01-01 11:25:00,1114,4246,18.18,Swipe Transaction,92883,Bloomfield,IN,47424.0,5812,4246,1114,Mastercard,Debit (Prepaid),5694461259251008,01/2024,86,1,2,08/2008,2009,0,1114,44,66,1976,1,Male,9900 Ninth Avenue,39.02,-86.93,685,3,Eating Places and Restaurants,11,4
7476937,2010-01-01 11:25:00,1362,2145,19.19,Swipe Transaction,61195,Lothian,MD,20711.0,5541,2145,1362,Mastercard,Debit,5566695688917047,03/2017,309,0,2,03/2007,2009,0,1362,58,67,1962,1,Male,3385 Hill Lane,38.78,-77.27,727,4,Service Stations,11,4
7476938,2010-01-01 11:26:00,217,174,9.02,Swipe Transaction,79927,Summit Argo,IL,60501.0,5912,174,217,Visa,Debit,4072893581482208,12/2020,578,1,2,01/2008,2010,0,217,42,65,1977,10,Male,272 Burns Boulevard,41.77,-87.82,744,7,Drug Stores and Pharmacies,11,4
7476939,2010-01-01 11:26:00,575,4271,76.41,Online Transaction,4802,ONLINE,CA,46901.0,4899,4271,575,Visa,Debit,4816684331004039,01/2023,757,1,1,08/2008,2010,0,575,84,65,1935,12,Male,6478 Valley Stream Avenue,40.15,-74.85,813,5,"Cable, Satellite, and Other Pay Television Services",11,4
7476940,2010-01-01 11:26:00,940,2224,9.09,Swipe Transaction,75781,Pembroke Pines,FL,33028.0,5411,2224,940,Mastercard,Debit,5712388411358845,03/2024,375,1,2,03/2009,2011,0,940,49,61,1970,6,Female,620 12th Avenue,25.77,-80.2,699,6,"Grocery Stores, Supermarkets",11,4
7476941,2010-01-01 11:26:00,1063,2015,11.25,Swipe Transaction,96049,Rochelle,IL,61068.0,5541,2015,1063,Visa,Debit,4272145779221857,12/2022,960,1,2,03/2000,2009,0,1063,64,66,1956,2,Male,690 Jefferson Lane,41.91,-89.06,716,5,Service Stations,11,4
7476942,2010-01-01 11:26:00,1066,1126,120.0,Swipe Transaction,27092,Newtown,PA,18940.0,4829,1126,1066,Visa,Debit,4623474503708079,11/2022,960,1,2,02/2007,2010,0,1066,46,65,1973,6,Female,9846 Second Lane,40.27,-75.26,727,2,Money Transfer,11,4
7476943,2010-01-01 11:26:00,1370,4957,44.75,Swipe Transaction,11559,Elk Grove,CA,95624.0,5813,4957,1370,Mastercard,Debit,5831867303465557,07/2024,88,1,2,10/2001,2007,0,1370,62,66,1958,1,Female,99 Fifth Street,38.44,-121.3,709,4,Drinking Places (Alcoholic Beverages),11,4
7476944,2010-01-01 11:26:00,1926,1160,8.62,Swipe Transaction,75936,Sanford,FL,32773.0,5814,1160,1926,Visa,Debit,4833362009066626,09/2023,611,0,2,02/2008,2008,0,1926,70,67,1950,1,Female,867 Valley Stream Boulevard,28.78,-81.27,689,3,Fast Food Restaurants,11,4
7476945,2010-01-01 11:27:00,744,4158,6.87,Swipe Transaction,88526,Miami,FL,33196.0,5812,4158,744,Mastercard,Debit,5216119435076209,12/2024,938,1,2,08/2005,2009,0,744,58,67,1961,10,Female,927 Ocean View Drive,25.77,-80.2,842,5,Eating Places and Restaurants,11,4
7476947,2010-01-01 11:27:00,1797,1127,5.1,Swipe Transaction,26810,Kailua,HI,96734.0,5541,1127,1797,Visa,Debit,4777281869545650,02/2017,256,1,2,02/2007,2009,0,1797,67,65,1952,11,Male,391 Martin Luther King Boulevard,37.71,-122.16,743,5,Service Stations,11,4
7476948,2010-01-01 11:28:00,285,2156,21.98,Swipe Transaction,17707,Watsonville,CA,95076.0,7538,2156,285,Visa,Debit,4141516913053061,05/2020,962,1,1,03/2007,2013,0,285,62,69,1957,8,Male,702 Elm Drive,36.95,-121.72,731,5,Automotive Service Shops,11,4
7476950,2010-01-01 11:28:00,641,14,9.75,Swipe Transaction,41943,Columbus,OH,43228.0,5813,14,641,Mastercard,Debit,5206583278012757,07/2021,19,1,1,01/2000,2011,0,641,62,68,1957,11,Male,878 Forest Street,39.98,-82.98,735,6,Drinking Places (Alcoholic Beverages),11,4
7476952,2010-01-01 11:28:00,912,4197,8.52,Swipe Transaction,61195,Miami,FL,33186.0,5541,4197,912,Discover,Credit,6522396373079060,07/2023,764,1,1,08/2007,2011,0,912,46,66,1973,8,Male,1833 George Drive,25.77,-80.2,755,2,Service Stations,11,4
7476953,2010-01-01 11:28:00,1424,4710,100.0,Swipe Transaction,27092,Lake Havasu City,AZ,86405.0,4829,4710,1424,Mastercard,Credit,5033949193863455,05/2021,76,1,2,09/2009,2011,0,1424,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,761,4,Money Transfer,11,4
7476955,2010-01-01 11:29:00,1193,4533,10.97,Swipe Transaction,91128,Callicoon,NY,12723.0,5411,4533,1193,Mastercard,Debit,5485368757971908,01/2020,442,0,1,09/2003,2009,0,1193,90,75,1929,11,Female,6245 River Lane,41.69,-73.92,717,5,"Grocery Stores, Supermarkets",11,4
7476956,2010-01-01 11:29:00,1202,2885,24.92,Swipe Transaction,31893,Cicero,IL,60804.0,5311,2885,1202,Mastercard,Credit,5690597003085826,01/2024,546,1,2,05/2005,2012,0,1202,63,65,1956,10,Female,881 Ocean View Street,41.83,-87.68,691,3,Department Stores,11,4
7476957,2010-01-01 11:29:00,1818,3418,70.07,Swipe Transaction,18215,Portsmouth,VA,23707.0,5719,3418,1818,Mastercard,Debit,5630819721997639,03/2021,160,1,2,06/2009,2015,0,1818,85,65,1934,6,Female,23 11th Avenue,36.73,-76.04,500,3,Miscellaneous Home Furnishing Stores,11,4
7476958,2010-01-01 11:30:00,368,5566,31.81,Online Transaction,50404,ONLINE,CA,46901.0,4784,5566,368,Mastercard,Debit (Prepaid),5936702504666287,07/2010,175,1,2,11/2009,2009,0,368,75,73,1945,2,Male,2842 Littlewood Avenue,28.5,-81.37,726,6,Tolls and Bridge Fees,11,4
7476959,2010-01-01 11:30:00,379,3881,3.38,Swipe Transaction,22204,Mobile,AL,36693.0,5541,3881,379,Mastercard,Debit,5400182448188961,10/2021,412,1,1,07/2009,2009,0,379,47,65,1972,11,Female,837 Lincoln Avenue,30.68,-88.04,765,3,Service Stations,11,4
7476960,2010-01-01 11:30:00,1600,4251,18.75,Swipe Transaction,75781,Maple Valley,WA,98038.0,5411,4251,1600,Mastercard,Debit,5981687076393979,08/2023,248,1,1,08/2008,2013,0,1600,62,66,1957,9,Female,314 Fourth Street,47.67,-122.18,747,3,"Grocery Stores, Supermarkets",11,4
7476961,2010-01-01 11:30:00,1666,993,9.83,Swipe Transaction,98968,Rincon,GA,31326.0,5411,993,1666,Visa,Debit,4116719519692656,10/2020,930,1,1,02/2001,2012,0,1666,61,62,1958,12,Male,649 Spruce Boulevard,32.29,-81.23,578,4,"Grocery Stores, Supermarkets",11,4
7476963,2010-01-01 11:31:00,619,4519,11.63,Swipe Transaction,94597,Rochester,MN,55901.0,5411,4519,619,Mastercard,Debit,5415811108637059,05/2023,230,1,1,09/2002,2008,0,619,54,65,1965,12,Male,498 Littlewood Avenue,44.01,-92.47,748,4,"Grocery Stores, Supermarkets",11,4
7476964,2010-01-01 11:31:00,1644,3001,66.97,Swipe Transaction,47993,Lancaster,SC,29720.0,7922,3001,1644,Mastercard,Debit,5998143511839617,05/2022,174,1,1,05/2009,2013,0,1644,83,65,1937,1,Male,637 Seventh Street,34.66,-83.09,686,6,Theatrical Producers,11,4
7476965,2010-01-01 11:32:00,208,4980,104.77,Swipe Transaction,43293,Bothell,WA,98021.0,5499,4980,208,Amex,Credit,331642499814393,08/2020,68,1,1,10/2003,2003,0,208,37,66,1982,7,Female,6976 Ocean View Avenue,47.79,-122.2,804,3,Miscellaneous Food Stores,11,4
7476966,2010-01-01 11:32:00,909,3719,11.18,Swipe Transaction,44578,Olympia,WA,98516.0,5812,3719,909,Visa,Debit,4275115874708969,09/2023,740,1,2,07/2004,2010,0,909,38,64,1981,5,Male,215 Ocean View Drive,47.11,-122.76,583,5,Eating Places and Restaurants,11,4
7476967,2010-01-01 11:33:00,145,5521,1.68,Swipe Transaction,48919,Unicoi,TN,37692.0,5311,5521,145,Mastercard,Credit,5973231209388276,04/2021,257,1,1,11/2008,2013,0,145,58,65,1962,1,Female,645 Hillside Lane,36.18,-82.07,696,3,Department Stores,11,4
7476968,2010-01-01 11:33:00,369,2443,226.05,Online Transaction,75393,ONLINE,CA,46901.0,7996,2443,369,Mastercard,Credit,5146321258920935,11/2021,990,0,1,04/2003,2012,0,369,39,65,1980,9,Male,5193 East Street,38.22,-85.74,788,4,"Amusement Parks, Carnivals, Circuses",11,4
7476969,2010-01-01 11:33:00,371,5495,19.28,Swipe Transaction,98374,Richmond,VA,23226.0,5411,5495,371,Mastercard,Debit,5379424877140939,01/2016,683,1,2,11/2007,2013,0,371,82,63,1937,3,Male,19176 Grant Drive,37.55,-77.46,719,4,"Grocery Stores, Supermarkets",11,4
